ID,Positively charged,Negatively charged,Polarity,Non polarity,Cyclic,Aromaticity,Basicity,Hydrophobicity,Hydrophilicity,Small
2289,0.119,0.051,0.305,0.508,0.051,0.051,0.119,0.593,0.186,0.627
2290,0.149,0.181,0.202,0.415,0.043,0.106,0.149,0.426,0.245,0.383
2291,0.128,0.085,0.404,0.319,0.043,0.085,0.128,0.511,0.234,0.66
2292,0.214,0.071,0.214,0.429,0.071,0.143,0.214,0.429,0.357,0.5
2293,0.245,0.138,0.17,0.415,0.021,0.085,0.245,0.436,0.298,0.404
2294,0.053,0.0,0.289,0.658,0.026,0.053,0.053,0.737,0.079,0.842
2295,0.17,0.159,0.17,0.443,0.011,0.114,0.17,0.455,0.239,0.352
2296,0.222,0.037,0.111,0.593,0.037,0.0,0.222,0.481,0.296,0.593
2297,0.034,0.034,0.172,0.759,0.034,0.103,0.034,0.793,0.069,0.586
2298,0.091,0.091,0.273,0.364,0.0,0.182,0.091,0.545,0.273,0.545
2299,0.342,0.053,0.211,0.355,0.026,0.079,0.342,0.395,0.408,0.474
2300,0.167,0.067,0.233,0.533,0.0,0.067,0.167,0.533,0.167,0.233
2301,0.1,0.1,0.36,0.36,0.02,0.08,0.1,0.5,0.2,0.56
2302,0.405,0.0,0.119,0.405,0.024,0.071,0.405,0.405,0.5,0.333
2303,0.231,0.0,0.077,0.692,0.231,0.385,0.231,0.692,0.462,0.308
2304,0.224,0.102,0.408,0.204,0.041,0.082,0.224,0.388,0.327,0.551
2305,0.276,0.092,0.218,0.356,0.0,0.069,0.276,0.368,0.333,0.322
2306,0.292,0.115,0.198,0.354,0.031,0.135,0.292,0.375,0.365,0.365
2307,0.143,0.143,0.143,0.571,0.0,0.071,0.143,0.571,0.143,0.357
2308,0.343,0.075,0.119,0.418,0.045,0.045,0.343,0.418,0.433,0.343
2309,0.161,0.081,0.177,0.548,0.081,0.032,0.161,0.565,0.274,0.484
2310,0.122,0.073,0.402,0.341,0.061,0.061,0.122,0.573,0.244,0.622
2311,0.176,0.02,0.333,0.373,0.059,0.098,0.176,0.49,0.333,0.549
2312,0.083,0.167,0.167,0.458,0.042,0.0,0.083,0.5,0.25,0.583
2313,0.213,0.17,0.106,0.5,0.043,0.106,0.213,0.468,0.266,0.383
2314,0.278,0.0,0.278,0.389,0.056,0.111,0.278,0.5,0.389,0.556
2315,0.159,0.222,0.127,0.476,0.032,0.079,0.159,0.476,0.206,0.365
2316,0.122,0.108,0.338,0.405,0.041,0.081,0.122,0.459,0.189,0.486
2317,0.29,0.016,0.29,0.355,0.048,0.097,0.29,0.355,0.387,0.452
2318,0.25,0.054,0.228,0.446,0.043,0.076,0.25,0.489,0.315,0.467
2319,0.45,0.025,0.2,0.3,0.0,0.0,0.45,0.3,0.475,0.4
2320,0.5,0.038,0.154,0.308,0.038,0.115,0.5,0.192,0.538,0.346
2321,0.188,0.047,0.094,0.594,0.016,0.094,0.188,0.531,0.281,0.484
2322,0.308,0.077,0.277,0.277,0.015,0.046,0.308,0.369,0.385,0.431
2323,0.2,0.086,0.271,0.386,0.043,0.071,0.2,0.443,0.3,0.543
2324,0.157,0.314,0.118,0.353,0.0,0.039,0.157,0.294,0.216,0.392
2325,0.291,0.073,0.236,0.345,0.018,0.127,0.291,0.364,0.364,0.436
2326,0.375,0.054,0.286,0.286,0.0,0.018,0.375,0.339,0.375,0.429
2327,0.222,0.0,0.365,0.349,0.079,0.032,0.222,0.508,0.365,0.667
2328,0.062,0.215,0.138,0.492,0.031,0.046,0.062,0.523,0.185,0.492
2329,0.196,0.02,0.353,0.333,0.059,0.098,0.196,0.451,0.353,0.549
2330,0.289,0.089,0.178,0.356,0.044,0.0,0.289,0.333,0.422,0.489
2331,0.333,0.0,0.0,0.667,0.0,0.333,0.333,0.667,0.333,0.083
2332,0.0,0.235,0.235,0.529,0.118,0.235,0.0,0.529,0.118,0.588
2333,0.12,0.253,0.145,0.41,0.024,0.096,0.12,0.386,0.217,0.494
2334,0.181,0.125,0.278,0.403,0.014,0.097,0.181,0.556,0.208,0.528
2335,0.291,0.055,0.127,0.509,0.055,0.109,0.291,0.509,0.364,0.382
2336,0.171,0.053,0.303,0.461,0.039,0.092,0.171,0.579,0.224,0.566
2337,0.062,0.0,0.25,0.562,0.062,0.188,0.062,0.375,0.25,0.562
2338,0.324,0.0,0.27,0.324,0.0,0.054,0.324,0.351,0.405,0.405
2339,0.2,0.047,0.141,0.565,0.024,0.047,0.2,0.447,0.271,0.6
2340,0.28,0.0,0.12,0.6,0.0,0.16,0.28,0.48,0.28,0.48
2341,0.169,0.099,0.197,0.423,0.085,0.085,0.169,0.38,0.366,0.62
2342,0.121,0.103,0.207,0.569,0.017,0.207,0.121,0.621,0.138,0.31
2343,0.157,0.059,0.255,0.49,0.02,0.098,0.157,0.49,0.216,0.471
2344,0.225,0.183,0.113,0.465,0.028,0.014,0.225,0.423,0.268,0.451
2345,0.108,0.122,0.257,0.5,0.027,0.122,0.108,0.581,0.149,0.5
2346,0.351,0.027,0.189,0.405,0.054,0.0,0.351,0.459,0.432,0.432
2347,0.157,0.039,0.333,0.373,0.059,0.098,0.157,0.471,0.314,0.588
2348,0.129,0.188,0.2,0.447,0.012,0.012,0.129,0.435,0.176,0.447
2349,0.143,0.041,0.245,0.531,0.0,0.041,0.143,0.51,0.184,0.388
2350,0.159,0.111,0.222,0.492,0.016,0.143,0.159,0.571,0.19,0.397
2351,0.176,0.02,0.333,0.373,0.059,0.098,0.176,0.471,0.333,0.569
2352,0.07,0.233,0.302,0.279,0.0,0.116,0.07,0.326,0.186,0.279
2353,0.378,0.027,0.189,0.378,0.027,0.0,0.378,0.405,0.432,0.324
2354,0.5,0.0,0.083,0.417,0.0,0.083,0.5,0.417,0.5,0.167
2355,0.344,0.016,0.219,0.391,0.047,0.062,0.344,0.438,0.422,0.344
2356,0.08,0.12,0.2,0.56,0.08,0.12,0.08,0.56,0.2,0.52
2357,0.111,0.019,0.315,0.519,0.0,0.019,0.111,0.519,0.148,0.389
2358,0.203,0.125,0.266,0.359,0.078,0.094,0.203,0.484,0.328,0.531
2359,0.35,0.1,0.15,0.35,0.038,0.088,0.35,0.362,0.438,0.4
2360,0.353,0.118,0.088,0.441,0.0,0.059,0.353,0.324,0.353,0.235
2361,0.15,0.138,0.2,0.462,0.062,0.125,0.15,0.412,0.262,0.562
2362,0.159,0.174,0.174,0.464,0.014,0.072,0.159,0.522,0.203,0.42
2363,0.241,0.08,0.172,0.437,0.034,0.103,0.241,0.46,0.345,0.483
2364,0.136,0.068,0.295,0.386,0.0,0.114,0.136,0.432,0.25,0.614
2365,0.192,0.096,0.25,0.423,0.096,0.058,0.192,0.462,0.327,0.558
2366,0.333,0.0,0.0,0.667,0.0,0.0,0.333,0.667,0.333,0.333
2367,0.115,0.154,0.327,0.365,0.019,0.077,0.115,0.519,0.173,0.615
2368,0.086,0.022,0.333,0.484,0.043,0.022,0.086,0.516,0.204,0.774
2369,0.08,0.023,0.23,0.655,0.034,0.276,0.08,0.667,0.126,0.333
2370,0.238,0.238,0.167,0.31,0.0,0.119,0.238,0.381,0.286,0.286
2371,0.239,0.119,0.209,0.418,0.03,0.045,0.239,0.463,0.284,0.343
2372,0.222,0.111,0.389,0.278,0.0,0.0,0.222,0.389,0.222,0.444
2373,0.156,0.122,0.222,0.467,0.022,0.056,0.156,0.5,0.211,0.489
2374,0.232,0.137,0.147,0.421,0.032,0.084,0.232,0.442,0.326,0.432
2375,0.12,0.08,0.36,0.34,0.02,0.16,0.12,0.44,0.24,0.56
2376,0.044,0.044,0.235,0.662,0.0,0.103,0.044,0.706,0.059,0.397
2377,0.105,0.095,0.358,0.337,0.084,0.032,0.105,0.421,0.295,0.716
2378,0.279,0.058,0.14,0.453,0.012,0.035,0.279,0.453,0.36,0.442
2379,0.234,0.085,0.34,0.319,0.085,0.043,0.234,0.553,0.34,0.532
2380,0.22,0.1,0.32,0.28,0.04,0.16,0.22,0.34,0.34,0.48
2381,0.086,0.032,0.323,0.484,0.075,0.032,0.086,0.581,0.237,0.731
2382,0.094,0.075,0.283,0.509,0.038,0.094,0.094,0.547,0.17,0.736
2383,0.107,0.214,0.179,0.44,0.0,0.06,0.107,0.381,0.167,0.417
2384,0.089,0.125,0.268,0.464,0.036,0.143,0.089,0.589,0.179,0.554
2385,0.196,0.039,0.333,0.353,0.059,0.098,0.196,0.451,0.333,0.549
2386,0.2,0.13,0.17,0.45,0.01,0.05,0.2,0.46,0.26,0.5
2387,0.583,0.0,0.0,0.417,0.0,0.083,0.583,0.417,0.583,0.25
2388,0.069,0.069,0.448,0.345,0.069,0.138,0.069,0.483,0.207,0.621
2389,0.222,0.0,0.0,0.778,0.0,0.111,0.222,0.778,0.222,0.444
2390,0.232,0.098,0.207,0.402,0.024,0.049,0.232,0.415,0.317,0.39
2391,0.171,0.053,0.316,0.447,0.026,0.092,0.171,0.566,0.211,0.579
2392,0.25,0.0,0.25,0.417,0.083,0.167,0.25,0.417,0.417,0.583
2393,0.178,0.2,0.044,0.578,0.0,0.0,0.178,0.4,0.178,0.6
2394,0.179,0.036,0.179,0.571,0.036,0.036,0.179,0.464,0.25,0.464
2395,0.136,0.045,0.318,0.386,0.0,0.114,0.136,0.455,0.25,0.614
2396,0.121,0.061,0.212,0.485,0.0,0.0,0.121,0.515,0.242,0.636
2397,0.111,0.037,0.37,0.333,0.037,0.037,0.111,0.407,0.296,0.667
2398,0.113,0.085,0.324,0.408,0.085,0.07,0.113,0.507,0.268,0.577
2399,0.222,0.0,0.444,0.333,0.111,0.0,0.222,0.333,0.333,0.444
2400,0.175,0.138,0.238,0.412,0.038,0.062,0.175,0.488,0.25,0.512
2401,0.056,0.028,0.194,0.708,0.014,0.125,0.056,0.764,0.083,0.569
2402,0.269,0.173,0.173,0.365,0.0,0.077,0.269,0.346,0.288,0.327
2403,0.229,0.072,0.289,0.398,0.06,0.06,0.229,0.482,0.301,0.494
2404,0.25,0.062,0.188,0.438,0.062,0.125,0.25,0.438,0.375,0.5
2405,0.206,0.088,0.265,0.382,0.059,0.088,0.206,0.441,0.324,0.529
2406,0.263,0.026,0.105,0.579,0.026,0.026,0.263,0.447,0.316,0.579
2407,0.145,0.113,0.274,0.419,0.048,0.113,0.145,0.435,0.242,0.581
2408,0.136,0.045,0.318,0.386,0.0,0.114,0.136,0.409,0.25,0.636
2409,0.149,0.085,0.266,0.468,0.032,0.096,0.149,0.553,0.213,0.5
2410,0.263,0.0,0.211,0.474,0.0,0.158,0.263,0.526,0.316,0.526
2411,0.177,0.127,0.177,0.519,0.114,0.013,0.177,0.443,0.291,0.456
2412,0.182,0.061,0.182,0.515,0.0,0.03,0.182,0.545,0.242,0.545
2413,0.218,0.145,0.236,0.382,0.055,0.073,0.218,0.491,0.291,0.564
2414,0.163,0.081,0.314,0.407,0.058,0.07,0.163,0.512,0.256,0.558
2415,0.136,0.091,0.295,0.386,0.0,0.114,0.136,0.409,0.227,0.659
2416,0.18,0.17,0.22,0.41,0.03,0.09,0.18,0.41,0.23,0.47
2417,0.267,0.058,0.186,0.442,0.0,0.035,0.267,0.43,0.314,0.453
2418,0.161,0.179,0.232,0.375,0.054,0.036,0.161,0.482,0.268,0.696
2419,0.2,0.073,0.382,0.255,0.036,0.109,0.2,0.436,0.327,0.636
2420,0.238,0.048,0.238,0.476,0.071,0.095,0.238,0.5,0.31,0.476
2421,0.111,0.139,0.222,0.444,0.0,0.056,0.111,0.5,0.194,0.389
2422,0.182,0.091,0.382,0.273,0.036,0.109,0.182,0.455,0.291,0.655
2423,0.409,0.0,0.114,0.455,0.023,0.045,0.409,0.432,0.455,0.409
2424,0.356,0.017,0.254,0.356,0.017,0.034,0.356,0.407,0.39,0.373
2425,0.118,0.079,0.289,0.487,0.053,0.118,0.118,0.592,0.197,0.474
2426,0.225,0.085,0.197,0.451,0.085,0.07,0.225,0.507,0.352,0.394
2427,0.245,0.075,0.302,0.321,0.0,0.113,0.245,0.415,0.302,0.547
2428,0.18,0.08,0.3,0.34,0.0,0.1,0.18,0.42,0.28,0.6
2429,0.1,0.233,0.167,0.4,0.033,0.0,0.1,0.433,0.233,0.5
2430,0.469,0.094,0.219,0.156,0.0,0.156,0.469,0.094,0.531,0.312
2431,0.05,0.2,0.2,0.55,0.0,0.05,0.05,0.6,0.05,0.9
2432,0.294,0.078,0.196,0.412,0.0,0.137,0.294,0.392,0.314,0.333
2433,0.333,0.1,0.217,0.333,0.033,0.083,0.333,0.367,0.383,0.333
2434,0.267,0.067,0.2,0.4,0.067,0.133,0.267,0.4,0.4,0.467
2435,0.091,0.091,0.364,0.364,0.091,0.0,0.091,0.636,0.273,0.636
2436,0.333,0.0,0.0,0.667,0.0,0.0,0.333,0.667,0.333,0.417
2437,0.08,0.06,0.35,0.45,0.02,0.06,0.08,0.49,0.16,0.59
2438,0.259,0.121,0.31,0.259,0.034,0.069,0.259,0.362,0.345,0.534
2439,0.08,0.07,0.27,0.46,0.04,0.2,0.08,0.53,0.24,0.49
2440,0.148,0.033,0.262,0.525,0.066,0.115,0.148,0.59,0.246,0.508
2441,0.378,0.027,0.162,0.378,0.0,0.027,0.378,0.405,0.432,0.351
2442,0.233,0.117,0.1,0.533,0.067,0.017,0.233,0.5,0.317,0.433
2443,0.202,0.085,0.202,0.479,0.032,0.064,0.202,0.564,0.266,0.511
2444,0.2,0.15,0.35,0.3,0.05,0.1,0.2,0.35,0.25,0.55
2445,0.25,0.0,0.0,0.75,0.0,0.083,0.25,0.75,0.25,0.417
2446,0.121,0.111,0.333,0.414,0.051,0.111,0.121,0.505,0.192,0.475
2447,0.333,0.0,0.5,0.167,0.0,0.0,0.333,0.333,0.333,0.167
2448,0.333,0.0,0.222,0.333,0.0,0.333,0.333,0.333,0.444,0.222
2449,0.127,0.076,0.329,0.418,0.089,0.101,0.127,0.532,0.266,0.608
2450,0.286,0.0,0.071,0.643,0.071,0.143,0.286,0.714,0.357,0.429
2451,0.176,0.039,0.353,0.353,0.039,0.098,0.176,0.451,0.294,0.569
2452,0.191,0.169,0.169,0.449,0.022,0.09,0.191,0.472,0.236,0.371
2453,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0
2454,0.136,0.136,0.254,0.475,0.034,0.203,0.136,0.576,0.169,0.356
2455,0.176,0.02,0.314,0.392,0.078,0.059,0.176,0.49,0.353,0.588
2456,0.164,0.073,0.4,0.291,0.036,0.018,0.164,0.473,0.273,0.618
2457,0.26,0.1,0.16,0.45,0.04,0.06,0.26,0.43,0.33,0.45
2458,0.351,0.054,0.162,0.405,0.081,0.0,0.351,0.432,0.459,0.405
2459,0.136,0.121,0.242,0.424,0.045,0.136,0.136,0.409,0.258,0.636
2460,0.235,0.059,0.118,0.49,0.059,0.098,0.235,0.51,0.392,0.373
2461,0.087,0.087,0.348,0.435,0.109,0.065,0.087,0.587,0.239,0.609
2462,0.135,0.096,0.135,0.577,0.0,0.038,0.135,0.654,0.192,0.481
2463,0.123,0.082,0.219,0.452,0.041,0.11,0.123,0.548,0.288,0.452
2464,0.213,0.213,0.255,0.319,0.085,0.149,0.213,0.404,0.298,0.511
2465,0.061,0.03,0.273,0.636,0.061,0.091,0.061,0.545,0.121,0.545
2466,0.145,0.072,0.246,0.507,0.058,0.087,0.145,0.638,0.232,0.435
2467,0.175,0.048,0.095,0.667,0.032,0.048,0.175,0.571,0.222,0.524
2468,0.217,0.076,0.25,0.446,0.043,0.098,0.217,0.446,0.272,0.435
2469,0.2,0.067,0.267,0.433,0.017,0.15,0.2,0.55,0.25,0.367
2470,0.189,0.105,0.147,0.516,0.032,0.084,0.189,0.516,0.263,0.389
2471,0.176,0.039,0.314,0.392,0.059,0.098,0.176,0.471,0.314,0.569
2472,0.097,0.081,0.323,0.452,0.016,0.097,0.097,0.548,0.161,0.5
2473,0.136,0.091,0.295,0.386,0.0,0.114,0.136,0.409,0.227,0.614
2474,0.3,0.0,0.35,0.3,0.05,0.2,0.3,0.35,0.4,0.45
2475,0.176,0.059,0.338,0.412,0.029,0.103,0.176,0.544,0.221,0.588
2476,0.333,0.0,0.5,0.167,0.0,0.167,0.333,0.5,0.333,0.333
2477,0.123,0.231,0.231,0.385,0.015,0.092,0.123,0.431,0.169,0.477
2478,0.385,0.031,0.185,0.369,0.031,0.062,0.385,0.385,0.446,0.385
2479,0.193,0.023,0.318,0.42,0.011,0.136,0.193,0.523,0.25,0.443
2480,0.227,0.107,0.267,0.373,0.053,0.107,0.227,0.44,0.307,0.413
2481,0.093,0.093,0.186,0.523,0.035,0.093,0.093,0.547,0.233,0.581
2482,0.19,0.069,0.224,0.483,0.034,0.155,0.19,0.534,0.259,0.483
2483,0.231,0.0,0.231,0.462,0.077,0.154,0.231,0.462,0.385,0.615
2484,0.333,0.0,0.2,0.4,0.067,0.133,0.333,0.4,0.467,0.533
2485,0.097,0.181,0.181,0.486,0.028,0.153,0.097,0.542,0.181,0.417
2486,0.295,0.011,0.295,0.358,0.032,0.084,0.295,0.432,0.368,0.526
2487,0.145,0.12,0.205,0.506,0.036,0.084,0.145,0.639,0.205,0.458
2488,0.172,0.109,0.203,0.5,0.062,0.125,0.172,0.5,0.25,0.531
2489,0.244,0.146,0.122,0.488,0.0,0.024,0.244,0.488,0.244,0.171
2490,0.0,0.0,0.217,0.767,0.05,0.0,0.0,0.55,0.067,0.9
2491,0.169,0.062,0.2,0.538,0.046,0.154,0.169,0.631,0.246,0.431
2492,0.133,0.061,0.265,0.429,0.031,0.133,0.133,0.408,0.276,0.612
2493,0.149,0.075,0.239,0.522,0.03,0.149,0.149,0.642,0.194,0.388
2494,0.16,0.173,0.16,0.507,0.0,0.08,0.16,0.507,0.16,0.427
2495,0.0,0.444,0.333,0.167,0.0,0.111,0.0,0.222,0.056,0.556
2496,0.444,0.0,0.222,0.278,0.0,0.028,0.444,0.389,0.5,0.222
2497,0.105,0.088,0.193,0.561,0.035,0.105,0.105,0.667,0.193,0.579
2498,0.066,0.355,0.105,0.461,0.0,0.079,0.066,0.474,0.079,0.263
2499,0.156,0.156,0.25,0.344,0.0,0.031,0.156,0.438,0.25,0.469
2500,0.167,0.089,0.322,0.389,0.056,0.089,0.167,0.489,0.256,0.567
2501,0.0,0.133,0.2,0.467,0.0,0.0,0.0,0.4,0.2,0.667
2502,0.175,0.07,0.386,0.351,0.035,0.07,0.175,0.421,0.228,0.561
2503,0.231,0.179,0.141,0.436,0.051,0.077,0.231,0.423,0.295,0.321
2504,0.113,0.145,0.194,0.516,0.048,0.097,0.113,0.597,0.194,0.435
2505,0.219,0.188,0.125,0.438,0.016,0.031,0.219,0.422,0.266,0.328
2506,0.368,0.0,0.211,0.368,0.0,0.053,0.368,0.421,0.421,0.316
2507,0.187,0.11,0.209,0.429,0.044,0.088,0.187,0.451,0.297,0.429
2508,0.265,0.044,0.294,0.324,0.015,0.074,0.265,0.397,0.353,0.485
2509,0.231,0.077,0.327,0.327,0.019,0.096,0.231,0.462,0.288,0.558
2510,0.138,0.031,0.169,0.646,0.031,0.046,0.138,0.523,0.185,0.523
2511,0.079,0.022,0.315,0.562,0.045,0.247,0.079,0.618,0.146,0.494
2512,0.294,0.0,0.059,0.647,0.0,0.176,0.294,0.471,0.294,0.412
2513,0.216,0.162,0.297,0.297,0.027,0.162,0.216,0.405,0.27,0.405
2514,0.086,0.022,0.333,0.484,0.043,0.022,0.086,0.527,0.204,0.774
2515,0.167,0.0,0.333,0.5,0.333,0.0,0.167,0.5,0.5,0.5
2516,0.3,0.05,0.2,0.4,0.05,0.1,0.3,0.45,0.4,0.45
2517,0.2,0.086,0.257,0.371,0.043,0.071,0.2,0.443,0.329,0.543
2518,0.145,0.092,0.263,0.461,0.066,0.158,0.145,0.5,0.25,0.408
2519,0.186,0.143,0.186,0.471,0.057,0.114,0.186,0.471,0.257,0.429
2520,0.25,0.05,0.3,0.35,0.05,0.15,0.25,0.45,0.35,0.5
2521,0.214,0.086,0.143,0.5,0.0,0.071,0.214,0.486,0.271,0.286
2522,0.217,0.048,0.157,0.494,0.012,0.072,0.217,0.398,0.313,0.518
2523,0.111,0.022,0.344,0.511,0.056,0.022,0.111,0.5,0.178,0.733
2524,0.24,0.0,0.0,0.76,0.0,0.16,0.24,0.76,0.24,0.6
2525,0.5,0.0,0.083,0.417,0.0,0.167,0.5,0.417,0.5,0.25
2526,0.196,0.02,0.353,0.353,0.059,0.078,0.196,0.471,0.333,0.569
2527,0.286,0.143,0.214,0.357,0.143,0.071,0.286,0.357,0.429,0.5
2528,0.077,0.0,0.308,0.615,0.154,0.231,0.077,0.692,0.231,0.462
2529,0.141,0.065,0.315,0.457,0.043,0.033,0.141,0.565,0.207,0.652
2530,0.213,0.085,0.362,0.319,0.021,0.085,0.213,0.426,0.255,0.532
2531,0.123,0.077,0.292,0.462,0.077,0.215,0.123,0.585,0.246,0.385
2532,0.162,0.149,0.257,0.338,0.054,0.027,0.162,0.405,0.311,0.595
2533,0.147,0.059,0.279,0.485,0.029,0.118,0.147,0.588,0.206,0.471
2534,0.067,0.133,0.2,0.467,0.067,0.133,0.067,0.333,0.267,0.6
2535,0.171,0.053,0.316,0.447,0.039,0.079,0.171,0.553,0.224,0.579
2536,0.107,0.095,0.298,0.464,0.024,0.095,0.107,0.571,0.167,0.571
2537,0.164,0.045,0.343,0.418,0.045,0.134,0.164,0.537,0.239,0.463
2538,0.177,0.032,0.194,0.565,0.032,0.129,0.177,0.597,0.242,0.419
2539,0.107,0.036,0.107,0.643,0.0,0.036,0.107,0.571,0.214,0.643
2540,0.139,0.028,0.236,0.569,0.111,0.097,0.139,0.597,0.278,0.597
2541,0.29,0.087,0.145,0.464,0.0,0.087,0.29,0.406,0.304,0.333
2542,0.356,0.067,0.156,0.378,0.067,0.022,0.356,0.311,0.467,0.467
2543,0.176,0.118,0.275,0.412,0.02,0.098,0.176,0.471,0.216,0.451
2544,0.369,0.015,0.215,0.369,0.015,0.062,0.369,0.354,0.415,0.4
2545,0.255,0.043,0.319,0.319,0.064,0.191,0.255,0.426,0.383,0.404
2546,0.286,0.0,0.238,0.381,0.0,0.095,0.286,0.476,0.381,0.619
2547,0.244,0.111,0.356,0.244,0.022,0.089,0.244,0.467,0.311,0.6
2548,0.667,0.0,0.0,0.222,0.0,0.111,0.667,0.222,0.778,0.222
2549,0.196,0.02,0.333,0.353,0.059,0.098,0.196,0.471,0.353,0.529
2550,0.172	,0.062	,0.25	,0.484	,0.016	,0.125	,0.172	,0.562	,0.219	,0.359	
